181,6
163,09
63,6667
270,725
247,969
98,3647
285,733
261,859
104,675
110,961
99,1765
35,8824
93,6196
84,851
32,1176
147,851
133,192
48,4745
210,369
191,275
76,1255
329,004
303,22
121,827
336,89
309,98
125,584
175,69
158,812
61,9569
137,627
125,067
47,302
228,843
207,988
82,3529
232,565
211,808
83,1373
361,384
333,871
135,11
348,353
320,49
129,137
207,396
188,38
73,7843
155,741
141,29
51,8274
303,114
276,169
113,776
266,051
242,443
95,2157
373,086
343,529
135,392
361,471
331,69
134,961
234,02
212,341
85,0275
206,776
189,514
76,0118
345,031
314,961
124,859
298,455
273,89
114,369
342,443
315,337
123,945
305,49
279,659
110,753
206,345
186,929
73,9765
179,769
164
62,5765
324,976
297,847
117,153
330,674
300,467
119,506
412,533
382,192
159,098
335,157
308,196
122,522
225,165
204,012
79,7765
212,22
193,373
75,6078
405,808
374,624
155,675
355,518
324,541
128,431
450,835
422,204
186,051
339,494
312,82
126,82
209,008
188,651
71,2431
217,122
197,243
77,4902
449,541
416,918
180,31
369
338,753
134,396
378,922
352,929
143,608
306,969
282,039
111,141
207,843
188,059
71,8392
223,702
203,827
82,1804
446,486
413,455
175,612
409,722
377,882
149,827
401,839
373,494
148,859
312,145
285,863
112,773
230,694
209,09
83,2902
236,663
215,204
87,8039
475,102
441,078
180,49
392,992
364,012
142,333
374,541
348,627
138,455
260,125
235,835
89,8275
207,918
187,494
74,3333
227,122
207,169
88,3647
450,302
420,263
170,071
357,078
331,169
126,588
357,969
334,576
135,286
251,227
229,396
92,0745
175,733
157,408
61,1569
174,655
156,992
63,2706
412,639
386,027
157,576
437,788
407,043
156,063
428,122
399,98
160,02
295,686
270,843
109,341
207,184
185,486
71,4863
221,792
200,698
84,4627
470,196
439,945
178,522
414,933
386,553
149,078
373,984
348,055
135,169
275,557
252,694
103,961
180,016
160,031
59,8784
201,165
182,875
77,7373
449,973
423,388
177,11
434,333
405,294
156,431
372,388
345,286
131,812
275,463
251,929
102,639
211,502
190,325
77,651
217,455
198,765
88,8392
466,929
442,102
185,329
389,859
365,016
143,173
317,996
292,765
109,396
230,063
209,937
84,0588
183,886
165,745
66,6392
172,212
156,118
67,3451
413,333
393,161
166,945
486,831
455,898
180,827
366,71
336,008
122,871
276,518
252,4
100,047
233,835
211,859
84,898
191,345
172,78
72,5373
492,435
469,345
199,443
416,69
388,753
151,918
345,945
319,043
122,741
227,882
206,639
79,6118
200,886
181,478
70,6
162,714
146,651
60,549
420,051
400,09
169,506
429,169
400,851
157,702
350,004
322,255
124,859
242,557
220,447
87,1098
212,6
191,769
74,3333
168,161
151,631
63,949
432,82
412,69
178,137
372,29
348,639
138,392
286,396
263,416
100,318
228,157
209,247
87,4314
190,008
171,612
67,1451
132,718
119,259
49,3216
371,663
354,69
155,31
480,329
451,604
182,573
344,024
315,91
118,518
278,392
255,169
105,761
236,89
213,765
83,0392
159,376
143,565
60,8588
439,098
418,843
182,384
480,4
450,404
178,996
366,051
337,729
130,22
277,714
254,067
103,729
241,651
218,047
83,0078
166,69
151,243
65,4039
434,486
414,78
179,937
388,529
362,533
139,129
300,506
276,549
105,957
232,784
212,541
85,6431
208,792
188,412
71,1569
145,224
132,447
58,0824
364,427
347,961
151,722
398,718
372,098
142,698
290,239
266,102
99,349
225,725
205,106
79,9647
220,729
199,439
75,6549
138,263
125,361
54,0471
374,353
358,122
157,906
424,282
397,004
155,392
294,761
270,122
100,686
227,353
206,067
78,8471
230,651
208,659
80,749
136,941
124,047
54,3255
376,89
359,674
158,278
535,714
502,894
201,867
357,674
328,157
123,518
285,929
259,906
101,565
287,702
260,867
102,424
171,82
155,439
66,8902
461,059
439,855
195,349
362,765
340,42
136,008
240,153
220,576
83,3922
201,675
184,008
74,2588
195,349
177,071
69,0863
120,18
108,522
45,7922
313,639
299,275
133,424
446,722
418,306
163,541
294,361
270,529
101,518
254,11
232,051
93,6118
254,471
230,933
91,0824
139,133
124,573
50,3569
412,369
393,694
177,867
448,125
419,42
162,922
287,714
264,173
97,7765
262,18
239,137
97,8353
264,204
240,373
95,5098
118,157
104,522
40,0039
413,667
394,525
175,773
488,659
460,337
184,914
291,702
267,776
99,3608
264,973
241,518
99,3176
277,839
252,898
101,773
125,6
111,58
44,0784
430,902
410,773
183,196
401,765
379,255
153,384
240,451
220,918
84,2235
200,557
181,98
72,6784
226,608
206,357
83,0275
115,639
103,773
41,902
346,369
330,482
146,071
494,039
465,29
185,549
286,898
262,525
98,2667
251,455
228,831
91,0078
286,459
260,655
104,816
150,506
134,996
53,6745
445,157
425
187,698
396,298
373,035
148,533
222,855
203,302
74,9412
205,725
188,122
75,3529
238,933
218,078
88,1255
125,8
112,98
45,8902
361,106
344,706
151
483,553
453,086
176,749
295,275
270,565
103,651
266,416
244,604
99,4157
314,047
287,216
116,533
157,059
140,851
57,4235
454,137
433,141
187,412
389,506
364,11
141,078
241,588
221,831
86,4392
217,459
199,843
81,5686
264,463
242,271
99,0706
125,349
111,871
44,5451
366,894
349,541
149,949
402,937
377,58
148,894
234,282
214,945
83,7961
209,055
192,106
76,8196
267,867
245,769
100,529
133,431
119,647
46,4275
367,682
349,827
148,42
519,204
487,49
193,827
276,745
252,365
95,2196
257,667
237,416
94,0039
353,165
324,976
134,627
193,737
176,667
73,6235
472,506
449,141
189,306
